id	author	text	raw_text	likes	published_at	updated_at	num_replies
UgyHQM7jrQr4YpWcJV94AaABAg	yuzutaro.com	こさかな寝起きだと普通の高校生の顔で、メイクであそこまで大人っぽくなるのかと思いました	こさかな寝起きだと普通の高校生の顔で、メイクであそこまで大人っぽくなるのかと思いました	0	2019-09-30T11:33:50.000Z	2019-09-30T11:33:50.000Z	0
Ugw-Kbjbbuds_WdkGS54AaABAg	あなたと私はAm I Loving?	おい、富田！<br />アラームにキュンを設定すること<br />死んでもやめんじゃねーぞ！<br /><br />ちなみに僕はアラームに設定した曲が嫌いになってしまったのでできればやめて欲しい笑	"おい、富田！
アラームにキュンを設定すること
死んでもやめんじゃねーぞ！

ちなみに僕はアラームに設定した曲が嫌いになってしまったのでできればやめて欲しい笑"	1	2019-09-30T11:29:57.000Z	2019-09-30T11:29:57.000Z	0
UgyLByMCXCtMQIJQb6Z4AaABAg	あーさむっ	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m54s"">1:54</a> ひなのの葉緑体確認なの！"	1:54 ひなのの葉緑体確認なの！	0	2019-09-30T11:29:32.000Z	2019-09-30T11:29:32.000Z	0
UgyPipkKW3V0OcL3yvh4AaABAg	TAKA KARI	まさかの少林寺拳法ww	まさかの少林寺拳法ww	0	2019-09-30T11:26:19.000Z	2019-09-30T11:26:19.000Z	0
UgwGCfboo05W1SzWlNd4AaABAg	万田マイケル	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m25s"">1:25</a>"	1:25	0	2019-09-30T11:20:02.000Z	2019-09-30T11:20:02.000Z	0
UgxcV7Kx_zE6qPUjZSN4AaABAg	まるまるもりもり	ひなのは服のセンスが良すぎる	ひなのは服のセンスが良すぎる	0	2019-09-30T11:19:09.000Z	2019-09-30T11:19:09.000Z	0
UgzKVbA3g-g5LGvY4ul4AaABAg	のり調子	DTMとかエビ中や	DTMとかエビ中や	0	2019-09-30T11:17:07.000Z	2019-09-30T11:17:07.000Z	0
UgzEKgeS9wlHogf7mzN4AaABAg	蒼マン	予告編に使われてるbgm個人的に好き。	予告編に使われてるbgm個人的に好き。	0	2019-09-30T11:15:54.000Z	2019-09-30T11:15:54.000Z	0
UgwhZomK4VsOuIRyhqt4AaABAg	棚山ひろたか	べみほ、推しが卒業生のパロ？オーマジュかな？	べみほ、推しが卒業生のパロ？オーマジュかな？	0	2019-09-30T11:09:21.000Z	2019-09-30T11:09:21.000Z	0
UgxYCfU0wPSzADbQXdB4AaABAg	ハチ・	みーぱん少林寺拳法してる！<br />自分がしてるぶどうをみーぱんがしてるって嬉しすぎるんだけど！！😆😆	"みーぱん少林寺拳法してる！
自分がしてるぶどうをみーぱんがしてるって嬉しすぎるんだけど！！😆😆"	0	2019-09-30T11:05:58.000Z	2019-09-30T11:05:58.000Z	0
UgwkDSfS5x_sD_-nP2F4AaABAg	おいちゃん	みーぱんの笑顔に癒やされてる人😆<br />↓	"みーぱんの笑顔に癒やされてる人😆
↓"	0	2019-09-30T11:05:57.000Z	2019-09-30T11:05:57.000Z	0
UgzM-mKkI40RkfEcMa14AaABAg	れいな。	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=00m30s"">00:30</a> まなふぃ  すっぴん！？<br />             違うよね？"	"00:30 まなふぃ  すっぴん！？
             違うよね？"	0	2019-09-30T11:05:29.000Z	2019-09-30T11:05:29.000Z	0
UgzQZr7GlVDtnnjin9t4AaABAg	曽野正香	光合成してるね笑植物たちも<br />※植物しか光合成しません	"光合成してるね笑植物たちも
※植物しか光合成しません"	0	2019-09-30T10:55:48.000Z	2019-09-30T10:55:48.000Z	0
UgyXNgOoB72PIkMEfeV4AaABAg	Mochi Sakura	何も語れないよもう<br />語彙力がないよもう	"何も語れないよもう
語彙力がないよもう"	0	2019-09-30T10:55:17.000Z	2019-09-30T10:55:17.000Z	0
UgzcrOLtwh1uJB6YhvR4AaABAg	鮫島ユースケ	ﾒｶﾞｻﾒﾙﾄｰ ﾈｺﾆｰ ﾅｯﾃｲﾀｯ<br />(`・ω・´)	"ﾒｶﾞｻﾒﾙﾄｰ ﾈｺﾆｰ ﾅｯﾃｲﾀｯ
(`・ω・´)"	0	2019-09-30T10:52:16.000Z	2019-09-30T10:52:16.000Z	0
UgwPHyhAjvu6BwKjQAh4AaABAg	豚さん	ひなの最高かよ	ひなの最高かよ	0	2019-09-30T10:47:39.000Z	2019-09-30T10:47:39.000Z	0
UgxsdTg1FW1SHAfcnLh4AaABAg	ドラゴンジタン	ひなのの家、実家かな？	ひなのの家、実家かな？	0	2019-09-30T10:47:31.000Z	2019-09-30T10:47:31.000Z	0
Ugxtu850jI48tf39lCt4AaABAg	YouTube垢	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=0m59s"">0:59</a> 飛鳥に見えた"	0:59 飛鳥に見えた	0	2019-09-30T10:43:41.000Z	2019-09-30T10:43:41.000Z	0
Ugz24uch-60TYKApr2x4AaABAg	きりたんぽ	神神	神神	0	2019-09-30T10:41:34.000Z	2019-09-30T10:41:34.000Z	0
UgzigIdZV5mwYBTJDBZ4AaABAg	レモンスカッシュ	映ってる部屋、流石にメンバー達本人の家じゃないよな？	映ってる部屋、流石にメンバー達本人の家じゃないよな？	0	2019-09-30T10:40:58.000Z	2019-09-30T10:40:58.000Z	0
UgzLrO8dtJyTN_FX02x4AaABAg	がおがおがー	僕はタイプC買いますよ	僕はタイプC買いますよ	0	2019-09-30T10:40:33.000Z	2019-09-30T10:40:33.000Z	0
UgwGaXg0D4Dc2B8ARCZ4AaABAg	そらまめ	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m09s"">1:09</a><br />としちゃんだけかと思ってたらみーぱんも好きなのか<br /><br />じゃがりこ買ってこよ🏃‍♀️"	"1:09
としちゃんだけかと思ってたらみーぱんも好きなのか

じゃがりこ買ってこよ🏃‍♀️"	2	2019-09-30T10:39:09.000Z	2019-09-30T10:39:09.000Z	0
Ugxs0rVGP4fw8HT280p4AaABAg	ささみロック ㅤㅤㅤㅤ	ひなのの目覚ましの止め方www	ひなのの目覚ましの止め方www	0	2019-09-30T10:34:08.000Z	2019-09-30T10:34:08.000Z	0
UgwsI9Cm_x8VJ0eJyot4AaABAg	うさまるうさこ	寝起きのみーぱんかわいすぎる	寝起きのみーぱんかわいすぎる	0	2019-09-30T10:33:47.000Z	2019-09-30T10:33:47.000Z	0
Ugw5nhMpIkWWkGRZmtZ4AaABAg	トム・リドル	上村君vs目覚まし時計との攻防なんか好き！！<br />パリピちゃん才能ありすぎ	"上村君vs目覚まし時計との攻防なんか好き！！
パリピちゃん才能ありすぎ"	0	2019-09-30T10:33:44.000Z	2019-09-30T10:33:44.000Z	0
Ugyme32w-pFV-dnba5p4AaABAg	こあい	これってセット？	これってセット？	0	2019-09-30T10:29:03.000Z	2019-09-30T10:29:03.000Z	0
UgwJqnryG83GbncS4fl4AaABAg	るんるーんるん	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=0m13s"">0:13</a> 俺と同じアラーム音だわ<br /><br />真似すんなや(´∀｀=)"	"0:13 俺と同じアラーム音だわ

真似すんなや(´∀｀=)"	0	2019-09-30T10:25:29.000Z	2019-09-30T10:25:29.000Z	0
Ugz7wfQt6Zc9nhl5quJ4AaABAg	お茶漬け	ひなのちゃん可愛すぎやろ😍😍	ひなのちゃん可愛すぎやろ😍😍	0	2019-09-30T10:23:08.000Z	2019-09-30T10:23:08.000Z	0
UgzPLCs1N-xqTJeDo_t4AaABAg	R.	富田鈴花さん目覚ましの音キュンにしてるのかw絶対キュン嫌いになるよw	富田鈴花さん目覚ましの音キュンにしてるのかw絶対キュン嫌いになるよw	1	2019-09-30T10:19:42.000Z	2019-09-30T10:19:42.000Z	0
UgwwIAxUzcME_Gpq3914AaABAg	まーりぃ	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m33s"">1:33</a>のサメキャプテンが殴ってたやつwww"	1:33のサメキャプテンが殴ってたやつwww	0	2019-09-30T10:17:48.000Z	2019-09-30T10:17:48.000Z	0
UgzisU-Mzs6FCyNev7d4AaABAg	ひよ	DTMってなに？？？？？<br /><br /><br /><br />パリピらぶ！^_^	"DTMってなに？？？？？



パリピらぶ！^_^"	0	2019-09-30T10:17:39.000Z	2019-09-30T10:17:39.000Z	0
Ugz9n-Ufc_geDUbCvWh4AaABAg	整流子コロコロ	はい購入決定	はい購入決定	0	2019-09-30T10:14:49.000Z	2019-09-30T10:14:49.000Z	0
UgyVTJkmkxGXY_0gMqJ4AaABAg	今シーズンプレミア取りますリバプール	これはタイプC買いですね！<br />まなふぃ最近好きだし、こさかなは言わずもがな、そして最強ルーキー！<br />けどキャプテンもみたいし、松田、河田も好きだし、、。あれ？日向派に。	"これはタイプC買いですね！
まなふぃ最近好きだし、こさかなは言わずもがな、そして最強ルーキー！
けどキャプテンもみたいし、松田、河田も好きだし、、。あれ？日向派に。"	0	2019-09-30T10:14:26.000Z	2019-09-30T10:14:26.000Z	0
UgyBO7_XEVrqNkDmyot4AaABAg	野球人４k.s	ひなの≒ねる	ひなの≒ねる	0	2019-09-30T10:13:04.000Z	2019-09-30T10:13:04.000Z	0
UgzG0SHk_NJJ4iR1l254AaABAg	マッキーペン	美玲ちゃん少林寺やってる笑 天地拳とかめっちゃ懐かしい	美玲ちゃん少林寺やってる笑 天地拳とかめっちゃ懐かしい	0	2019-09-30T10:12:33.000Z	2019-09-30T10:12:33.000Z	0
UgxTit1BN4mavOuNmYx4AaABAg	Chandai	アラーム音がみんなと同じだから俺も実質日向坂46のメンバー	アラーム音がみんなと同じだから俺も実質日向坂46のメンバー	0	2019-09-30T10:12:04.000Z	2019-09-30T10:12:04.000Z	0
Ugx_wXW3xEFRVoZe39J4AaABAg	ボム	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=0m18s"">0:18</a>の富田のDTM<br />気になる…！"	"0:18の富田のDTM
気になる…！"	0	2019-09-30T10:10:42.000Z	2019-09-30T10:10:42.000Z	0
Ugzg7OAnAw4dgAHuu494AaABAg	NR	おうちでまったりが一番どエロ	おうちでまったりが一番どエロ	0	2019-09-30T10:07:57.000Z	2019-09-30T10:07:57.000Z	0
Ugz19J2faPQdmH5vxYV4AaABAg	ノブニャガ	高瀬ってウサギに似てて可愛いな(理由は聞くな)	高瀬ってウサギに似てて可愛いな(理由は聞くな)	0	2019-09-30T10:02:57.000Z	2019-09-30T10:02:57.000Z	0
UgwURorSgm92qrmvHaZ4AaABAg	ノブニャガ	ひなの休日でも変化球だな<br />「ひかげ！」ってなんだよ可愛すぎか！	"ひなの休日でも変化球だな
「ひかげ！」ってなんだよ可愛すぎか！"	0	2019-09-30T09:59:47.000Z	2019-09-30T09:59:47.000Z	0
UgxXFEdmc5JJh82E_tx4AaABAg	日向と髭と牛	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m44s"">1:44</a> ひなのの修学旅行感w"	1:44 ひなのの修学旅行感w	0	2019-09-30T09:58:55.000Z	2019-09-30T09:58:55.000Z	0
Ugxv4CDBf83x1bmdhBZ4AaABAg	アヴァンジャスヴェントーリオ	全員かわいい。すこ。	全員かわいい。すこ。	0	2019-09-30T09:55:17.000Z	2019-09-30T09:55:17.000Z	0
UgwelbRoTs-FG76zDG54AaABAg	𝕊𝔸𝕂𝕀 ɞ˚˙	はーみんな可愛い	はーみんな可愛い	0	2019-09-30T09:55:05.000Z	2019-09-30T09:55:05.000Z	0
UgwsiJQW5EMxb6xSxU14AaABAg	hayat	すずちゃん可愛すぎて無理。	すずちゃん可愛すぎて無理。	0	2019-09-30T09:54:40.000Z	2019-09-30T09:54:40.000Z	0
UgxWdYmjcbK2HnUAdOt4AaABAg	ブリダイコン	ひなのの休日が気になりすぎるww	ひなのの休日が気になりすぎるww	0	2019-09-30T09:53:29.000Z	2019-09-30T09:53:29.000Z	0
UgxYqQ5csskRsPhvHxd4AaABAg	。ちんすこう	C確定だわ	C確定だわ	0	2019-09-30T09:47:22.000Z	2019-09-30T09:47:22.000Z	0
UgxfQBmv3SsqKON1L4d4AaABAg	箸くん	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m54s"">1:54</a>やっぱり上村はヤバいやつだと思うw"	1:54やっぱり上村はヤバいやつだと思うw	0	2019-09-30T09:46:51.000Z	2019-09-30T09:47:03.000Z	0
Ugyt7Tqy9k7DfqJZ12N4AaABAg	M M	ん？なにこの神たちは？	ん？なにこの神たちは？	0	2019-09-30T09:45:33.000Z	2019-09-30T09:45:33.000Z	0
UgyEZgTCzbJoHt0VQKJ4AaABAg	17号	ひなののアラームの止め方が容赦ない笑	ひなののアラームの止め方が容赦ない笑	0	2019-09-30T09:44:12.000Z	2019-09-30T09:44:12.000Z	0
Ugx_WBSdJn91DoJKowZ4AaABAg	tipping point 2019	富田ってやっぱ真面目そうだよな。テレビのキャラとは違って。<br />しかしみーぱん可愛いよぉ！	"富田ってやっぱ真面目そうだよな。テレビのキャラとは違って。
しかしみーぱん可愛いよぉ！"	0	2019-09-30T09:41:42.000Z	2019-09-30T09:41:42.000Z	0
UgxOjH8h79qXalbHczR4AaABAg	ひなた坂	これ、空色に変えてみませんか？<br />↓<br />↓	"これ、空色に変えてみませんか？
↓
↓"	1	2019-09-30T09:38:35.000Z	2019-09-30T09:38:35.000Z	0
UgwFAZWyKjeRsl9rqjx4AaABAg	Tomohiko Koizumi	ガチのプライベート部屋なのかなぁ？	ガチのプライベート部屋なのかなぁ？	0	2019-09-30T09:37:48.000Z	2019-09-30T09:37:48.000Z	0
UgyUZ4naTJcOdQDGhyx4AaABAg	櫻井和也	え、こさかな天王寺来てたん？<br />めっさ庭やねんけど笑笑	"え、こさかな天王寺来てたん？
めっさ庭やねんけど笑笑"	0	2019-09-30T09:33:46.000Z	2019-09-30T09:33:46.000Z	0
Ugw-MSA_zLhtigspCeZ4AaABAg	SKYNET	こさかな可愛すぎて何故か爆笑してしまったわwww	こさかな可愛すぎて何故か爆笑してしまったわwww	0	2019-09-30T09:31:37.000Z	2019-09-30T09:31:37.000Z	0
Ugz7nNra5m-r6GxD4Ap4AaABAg	TKGたまご	ひなのが起きた時の顔一瞬ねるに見えたw	ひなのが起きた時の顔一瞬ねるに見えたw	0	2019-09-30T09:31:17.000Z	2019-09-30T09:31:17.000Z	0
Ugx1gPPucJM3R9vBGDd4AaABAg	てち	タイプCに決めた！！	タイプCに決めた！！	0	2019-09-30T09:29:50.000Z	2019-09-30T09:29:50.000Z	0
UgxIwrykmZqfsqsa-YJ4AaABAg	尾芽胚	富田どんなとこで寝てるのｗｗｗ	富田どんなとこで寝てるのｗｗｗ	0	2019-09-30T09:26:19.000Z	2019-09-30T09:26:19.000Z	0
UgxsmO66ap_tjNr2P7N4AaABAg	ゆうな	ひなのが和室で布団で寝ているのがまたよいことだなぁ（詠嘆）	ひなのが和室で布団で寝ているのがまたよいことだなぁ（詠嘆）	0	2019-09-30T09:25:55.000Z	2019-09-30T09:25:55.000Z	0
Ugyn1yhi_uATgGdhoON4AaABAg	パワフル七夕	ひなたの休日とか言うパワーワード	ひなたの休日とか言うパワーワード	0	2019-09-30T09:24:32.000Z	2019-09-30T09:24:32.000Z	0
Ugxrbs27-gWiSKOEGTt4AaABAg	枝豆	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m45s"">1:45</a>ねるに見えてドキッとした"	1:45ねるに見えてドキッとした	0	2019-09-30T09:24:21.000Z	2019-09-30T09:24:21.000Z	0
UgxmfG0bCRbqRuBof1R4AaABAg	あ あ	これ見て全部のタイプ買うこと決まった人！	これ見て全部のタイプ買うこと決まった人！	1	2019-09-30T09:20:17.000Z	2019-09-30T09:20:17.000Z	0
Ugx8ObPJNcwCVAy0d3N4AaABAg	三ツ坂箱推し	べみほ歯磨きしてる時<br />あんな感じなの？笑笑<br />ちょっと...<br /><br /><br /><br /><br /><br /><br />キュンってきちゃったじゃん...	"べみほ歯磨きしてる時
あんな感じなの？笑笑
ちょっと...






キュンってきちゃったじゃん..."	0	2019-09-30T09:20:15.000Z	2019-09-30T09:20:15.000Z	0
Ugz2KJA09ebE0pvC_PN4AaABAg	前田裕二	ネギの入れ方、コショウ振る人やん	ネギの入れ方、コショウ振る人やん	0	2019-09-30T09:19:49.000Z	2019-09-30T09:19:49.000Z	0
UgzuZFNfwUIf7JJoVJN4AaABAg	i e	結論:全タイプ購入決定	結論:全タイプ購入決定	0	2019-09-30T09:19:26.000Z	2019-09-30T09:19:26.000Z	0
UgyOLvH5OP3AOAvRaLp4AaABAg	神威。	タイプＣ強すぎかて	タイプＣ強すぎかて	0	2019-09-30T09:18:01.000Z	2019-09-30T09:18:01.000Z	0
UgwbMWHrZ5lH477edcd4AaABAg	Tom Kepars	ひなのちゃん本当変化球すぎて、頭が追いつかない	ひなのちゃん本当変化球すぎて、頭が追いつかない	0	2019-09-30T09:17:49.000Z	2019-09-30T09:17:49.000Z	0
UgzbALRc1p2CK5E_Agx4AaABAg	ガオラーおひさま翔馬	いや、ひなのなのよwwww<br /><br />終始ふざけてるwwww	"いや、ひなのなのよwwww

終始ふざけてるwwww"	0	2019-09-30T09:08:32.000Z	2019-09-30T09:08:32.000Z	0
Ugz_I71OnGro8O5bVCt4AaABAg	ショパン生田	富田家の犬ニナちゃん<br />SSAにて<br />わーんわんわんわんどうして<br />わーんわんわんわんどうして<br /><br />ジョイフルわーん<br /><br />わんわんミわわんミわわんミ	"富田家の犬ニナちゃん
SSAにて
わーんわんわんわんどうして
わーんわんわんわんどうして

ジョイフルわーん

わんわんミわわんミわわんミ"	0	2019-09-30T09:04:01.000Z	2019-09-30T09:04:01.000Z	0
Ugxa7lXzKJnv-ZQzTwp4AaABAg	太宰治	みーぱん体壊れそう	みーぱん体壊れそう	0	2019-09-30T09:03:51.000Z	2019-09-30T09:03:51.000Z	0
UgyvcAGeVvLjTrgn6H14AaABAg	mat yh	？？？「お家でまったりが一番どエロ」	？？？「お家でまったりが一番どエロ」	0	2019-09-30T09:03:19.000Z	2019-09-30T09:03:19.000Z	0
UgwBTHETU1mMZLqjh1x4AaABAg	ジニアスナカーオ	なんかまなふぃを応援するコメント見ると嬉しくなる	なんかまなふぃを応援するコメント見ると嬉しくなる	0	2019-09-30T09:02:06.000Z	2019-09-30T09:02:06.000Z	0
Ugx2MP5br2I3KPoxh6N4AaABAg	鈴木みらい	まなふぃのすっぴん天使すぎるし、ぴょこぴょこさせて「これめっちゃ良くない？」って言ってるの控えめにいって女神。	まなふぃのすっぴん天使すぎるし、ぴょこぴょこさせて「これめっちゃ良くない？」って言ってるの控えめにいって女神。	0	2019-09-30T09:02:03.000Z	2019-09-30T09:02:03.000Z	0
Ugzzk1soAn7pefiOHyJ4AaABAg	けい	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=0m48s"">0:48</a>死にました"	0:48死にました	1	2019-09-30T09:00:08.000Z	2019-09-30T09:00:08.000Z	0
UgxYUgBlB0e0t0B4q4p4AaABAg	欅日向	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m06s"">1:06</a>可愛すぎて辛いって<br /><br /><br /><br /><br /><br />ブーメランもいい所ですよ小坂さん。"	"1:06可愛すぎて辛いって





ブーメランもいい所ですよ小坂さん。"	0	2019-09-30T08:59:23.000Z	2019-09-30T08:59:23.000Z	0
UgxcyVnupQVLR12RP9J4AaABAg	Post TKSK	ひなのちゃん可愛すぎ💛<br />ほのぼのしてる..。* .○＊	"ひなのちゃん可愛すぎ💛
ほのぼのしてる..。* .○＊"	0	2019-09-30T08:57:58.000Z	2019-09-30T08:57:58.000Z	0
UgygcaZe_2cgaS4JiCx4AaABAg	ながはる	ひなのって1人暮らしなの？	ひなのって1人暮らしなの？	0	2019-09-30T08:55:19.000Z	2019-09-30T08:55:19.000Z	0
Ugy24zMl2oBOChN61ZZ4AaABAg	チョップサハラ	富田やることオシャレやな	富田やることオシャレやな	0	2019-09-30T08:54:12.000Z	2019-09-30T08:54:12.000Z	0
UgwrV73eVSb2q608RqV4AaABAg	神蘭世	フルはひなのかべみほで願います	フルはひなのかべみほで願います	0	2019-09-30T08:53:32.000Z	2019-09-30T08:53:32.000Z	0
Ugx5YG3Yjuqlu9Gxiv94AaABAg	まいん まいん	ひなのの休日	ひなのの休日	0	2019-09-30T08:52:36.000Z	2019-09-30T08:52:54.000Z	0
UgyLHNMHlGokXG-tUVZ4AaABAg	おひさまのなーぱんなの	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m34s"">1:34</a> 作詞作曲 渡邉美穂<br />「猫になっていた」<br />目が覚めると〜<br />猫になっていた。( ＾ω＾)"	"1:34 作詞作曲 渡邉美穂
「猫になっていた」
目が覚めると〜
猫になっていた。( ＾ω＾)"	0	2019-09-30T08:52:24.000Z	2019-09-30T08:52:24.000Z	0
Ugxw0mgl54XzILJnEE14AaABAg	。サユ	ひなのやば	ひなのやば	0	2019-09-30T08:52:17.000Z	2019-09-30T08:52:17.000Z	0
Ugy2a4xZuyRbCXW0EIR4AaABAg	くんえそ	2日に1回行く天王寺にこさかなが！！	2日に1回行く天王寺にこさかなが！！	0	2019-09-30T08:49:27.000Z	2019-09-30T08:49:27.000Z	0
Ugx1d14-qkRRCcWtjYp4AaABAg	犬	もう可愛いでしかないし<br />なんで朝からこんなに可愛いのよ	"もう可愛いでしかないし
なんで朝からこんなに可愛いのよ"	0	2019-09-30T08:47:28.000Z	2019-09-30T08:47:28.000Z	0
UgxwDx7vZE9yXr_59uB4AaABAg	あすむー	ひかげ！	ひかげ！	0	2019-09-30T08:44:11.000Z	2019-09-30T08:44:11.000Z	0
UgzekFNxpqUflIBcpDx4AaABAg	東村めめ	ひなの目覚まし時計音消すの独特過ぎないwww<br />さすが変化球だわ	"ひなの目覚まし時計音消すの独特過ぎないwww
さすが変化球だわ"	0	2019-09-30T08:43:44.000Z	2019-09-30T08:43:58.000Z	0
Ugwo9eBh5t_wSJUUylV4AaABAg	たいみょん	さーて。誰のフルが上がるかな？<br />みんなで予想してみよう！	"さーて。誰のフルが上がるかな？
みんなで予想してみよう！"	0	2019-09-30T08:39:24.000Z	2019-09-30T08:39:24.000Z	0
UgyCUB19WwRRaXvaSM14AaABAg	100 yokohama	ヴェの家おしゃれ	ヴェの家おしゃれ	0	2019-09-30T08:37:16.000Z	2019-09-30T08:37:16.000Z	0
UgydBMxQ8FCTCo-5l-R4AaABAg	Washington Tontontonton	"<a href=""https://www.youtube.com/watch?v=_iyCAzClmT8&amp;t=1m43s"">1:43</a>"	1:43	0	2019-09-30T08:32:51.000Z	2019-09-30T08:32:51.000Z	0
UgzxOO6hFVixAsT9IZZ4AaABAg	Washington Tontontonton	ひなのがいってる植物園ってどこか分かりますか？	ひなのがいってる植物園ってどこか分かりますか？	0	2019-09-30T08:31:47.000Z	2019-09-30T08:31:47.000Z	0
